#2025/09/09 15:11:30
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
4.927,-0.06230,0.00526,-6.57988,0.23152,-0.12102,9.78786,0.0,-0.16441,0.53221,-18.36755
4.937,0.06093,0.05384,-2.94433,0.10153,-0.04309,9.78599,0.0,-0.22243,0.44150,-18.40682
4.947,-0.05411,0.00503,-1.54465,0.03406,-0.00155,9.78230,0.0,-0.19615,0.33729,-18.41360
4.957,0.00993,0.04232,-1.02098,0.01417,0.04376,9.78381,0.0,-0.11142,0.26709,-18.42038
4.967,-0.01944,0.00104,-1.00384,0.02143,0.04047,9.79035,0.0,-0.05027,0.35948,-18.42765
4.977,0.09970,-0.04677,-1.16960,0.03015,0.03332,9.78989,0.0,-0.11673,0.27076,-18.43762
4.987,-0.01818,-0.00021,-1.53440,0.02754,0.02471,9.79565,0.0,-0.19139,0.18997,-18.45029
4.997,0.11087,-0.02513,-1.29694,0.06514,0.01846,9.78599,0.0,-0.13960,0.09026,-18.46776
5.007,0.06289,-0.04640,-0.64625,0.04684,0.01609,9.79713,0.0,-0.25126,0.09079,-18.47943
5.017,0.05503,-0.01037,-0.37628,0.03986,0.03577,9.78060,0.0,-0.14049,0.07757,-18.48197
5.027,0.08482,-0.01838,-0.13316,0.03720,0.03152,9.78320,0.0,-0.17565,0.18423,-18.48452
5.037,-0.02281,-0.05542,-0.04014,0.03618,0.03284,9.78122,0.0,-0.27746,0.13814,-18.48431
5.047,0.06563,-0.00246,-0.03715,0.02391,0.03923,9.78342,0.0,-0.19269,0.21003,-18.48460
5.057,-0.05249,0.02762,0.02869,0.02222,0.03283,9.77538,0.0,-0.08945,0.25655,-18.48521
5.067,0.05479,-0.02582,0.03233,0.01566,0.02156,9.77529,0.0,-0.13036,0.15106,-18.48447
5.077,0.09614,-0.09031,0.00150,0.01905,0.03197,9.77523,0.0,-0.05341,0.07102,-18.48414
5.087,0.07921,-0.09315,0.00047,0.01736,0.03596,9.78707,0.0,-0.10123,0.17418,-18.48462
5.097,0.01823,-0.06161,-0.01071,0.01670,0.03750,9.79752,0.0,-0.08917,0.28655,-18.48496
5.107,-0.01610,-0.02761,-0.00425,0.01946,0.03806,9.78076,0.0,-0.10034,0.17405,-18.48510
5.117,0.01454,-0.05836,-0.02326,0.01752,0.04417,9.78028,0.0,-0.14768,0.27578,-18.48548
5.127,-0.06091,-0.02670,-0.04132,0.03754,0.04062,9.78900,0.0,-0.03621,0.28703,-18.48600
5.137,-0.00216,-0.10208,0.02727,0.04223,0.04514,9.78342,0.0,-0.14569,0.25927,-18.48663
5.147,-0.04576,-0.02120,0.04253,0.03515,0.04686,9.76944,0.0,-0.25789,0.27975,-18.48616
5.157,0.04674,-0.06659,0.09150,0.03244,0.05340,9.76112,0.0,-0.14506,0.28123,-18.48580
5.167,-0.15658,-0.08577,0.01348,0.03137,0.05297,9.77574,0.0,-0.20586,0.37683,-18.48503
5.177,-0.13769,0.02885,-0.01664,0.04289,0.03513,9.76652,0.0,-0.16661,0.26922,-18.48520
5.187,0.01044,0.08473,0.00403,0.02353,0.04304,9.76595,0.0,-0.24433,0.18855,-18.48541
5.197,0.10019,0.02921,-0.07408,0.01315,0.03136,9.78354,0.0,-0.14394,0.24152,-18.48557
5.207,0.06877,0.08462,-0.00712,0.00921,0.03865,9.77245,0.0,-0.06288,0.16542,-18.48680
5.217,-0.00803,0.07223,-0.01373,0.01070,0.02966,9.76230,0.0,-0.03295,0.27419,-18.48669
5.227,-0.01534,0.03462,0.09147,0.01125,0.02329,9.77029,0.0,-0.06087,0.16564,-18.48692
5.237,-0.06166,0.03093,0.02399,0.00844,0.02383,9.79409,0.0,-0.07556,0.05462,-18.48538
5.247,-0.11181,0.01825,-0.05558,0.01037,0.02696,9.78539,0.0,-0.03154,0.15722,-18.48580
5.257,-0.07712,0.05789,-0.07533,0.01999,0.03698,9.78205,0.0,-0.13785,0.19121,-18.48705
5.267,0.02302,0.06269,-0.00755,0.02956,0.04377,9.79560,0.0,-0.16183,0.30018,-18.48835
5.277,0.00732,0.03106,-0.01385,0.03327,0.03751,9.78003,0.0,-0.26432,0.25588,-18.48799
5.287,-0.05338,0.07364,0.00521,0.03171,0.04101,9.77704,0.0,-0.18648,0.17427,-18.48799
5.297,-0.07629,0.05685,-0.01975,0.03407,0.04529,9.77886,0.0,-0.17638,0.28545,-18.48832
5.307,-0.03020,-0.01524,0.03541,0.02310,0.04105,9.78549,0.0,-0.28704,0.26840,-18.48874
5.317,-0.05588,-0.05413,0.06731,0.02487,0.03647,9.77913,0.0,-0.17766,0.24342,-18.48810
5.327,-0.03329,-0.05772,-0.01746,0.03443,0.04355,9.77373,0.0,-0.12394,0.14418,-18.48712
5.337,-0.03632,0.03998,0.08994,0.02326,0.04037,9.77464,0.0,-0.19577,0.23074,-18.48821
5.347,-0.00572,0.16569,0.07692,0.01898,0.03623,9.78388,0.0,-0.08248,0.22406,-18.48677
5.357,-0.16643,0.08016,0.02928,0.01141,0.03758,9.78444,0.0,-0.12890,0.12296,-18.48604
5.367,0.05331,0.14882,0.03221,0.00852,0.04398,9.77872,0.0,-0.05428,0.20489,-18.48633
5.377,-0.01383,0.08574,0.03362,0.00744,0.03171,9.77952,0.0,-0.03077,0.31713,-18.48621
5.387,-0.11540,0.06105,0.01268,0.01888,0.02997,9.78279,0.0,-0.03583,0.20429,-18.48595
5.397,-0.00169,-0.02432,-0.01681,0.02029,0.03813,9.77513,0.0,-0.14290,0.16996,-18.48605
5.407,0.00813,0.06400,-0.06060,0.02674,0.04125,9.77813,0.0,-0.11870,0.28022,-18.48680
5.417,0.00181,0.00952,-0.05560,0.04110,0.03360,9.77336,0.0,-0.22004,0.23472,-18.48768
5.427,-0.09793,-0.04510,-0.08586,0.03765,0.03364,9.78636,0.0,-0.30376,0.15983,-18.48802
5.437,-0.10424,0.02243,-0.04378,0.03934,0.03364,9.77353,0.0,-0.19947,0.19881,-18.48938
5.447,-0.08439,-0.01771,-0.03836,0.03403,0.03659,9.77456,0.0,-0.31086,0.19332,-18.48968
5.457,-0.02212,-0.08771,-0.07928,0.03204,0.03476,9.76310,0.0,-0.20207,0.21916,-18.49029
5.467,0.04393,0.01809,-0.03061,0.03420,0.03702,9.77354,0.0,-0.12507,0.13921,-18.49125
5.477,0.05869,0.01435,-0.02269,0.02018,0.04671,9.77752,0.0,-0.20203,0.22053,-18.49163
5.487,0.05321,0.04590,0.02334,0.01187,0.04747,9.77904,0.0,-0.10800,0.28270,-18.49211
5.497,-0.02459,0.03532,0.07333,0.01757,0.05660,9.78258,0.0,0.00496,0.28020,-18.49173
5.507,0.05400,0.04314,-0.00458,0.01385,0.05124,9.77208,0.0,-0.08854,0.34106,-18.49087
5.517,-0.02442,0.04528,-0.02350,0.01837,0.05801,9.76213,0.0,-0.05124,0.23612,-18.49140
5.527,-0.02173,0.03534,0.02311,0.01415,0.05179,9.77020,0.0,-0.10565,0.33276,-18.49202
5.537,0.03375,0.00993,0.09475,0.01255,0.04646,9.77032,0.0,-0.03899,0.24236,-18.49153
5.547,-0.01008,-0.01130,0.03605,0.03267,0.04444,9.78519,0.0,-0.14366,0.28230,-18.49034
5.557,0.11387,0.01473,-0.01884,0.02848,0.04661,9.79086,0.0,-0.25271,0.25506,-18.49039
5.567,-0.05516,-0.03209,0.07890,0.03875,0.05332,9.78709,0.0,-0.14318,0.28441,-18.49115
5.577,0.02101,-0.02685,-0.02389,0.04570,0.03527,9.77679,0.0,-0.24699,0.32735,-18.49006
5.587,0.00635,0.01889,-0.04167,0.02460,0.02544,9.78175,0.0,-0.27414,0.21897,-18.49058
5.597,0.14168,0.04847,0.03755,0.03432,0.03640,9.78066,0.0,-0.17338,0.16774,-18.49104
5.607,-0.03422,0.03597,-0.00735,0.02915,0.04058,9.77432,0.0,-0.23936,0.26045,-18.49064
5.617,-0.06884,0.03145,0.06161,0.02126,0.03335,9.77190,0.0,-0.12702,0.24963,-18.49110
5.627,-0.08151,-0.03639,0.01272,0.02415,0.03648,9.77987,0.0,-0.08623,0.14405,-18.49001
5.637,-0.07608,0.00389,0.00467,0.00450,0.03179,9.77996,0.0,-0.15761,0.23040,-18.49051
5.647,-0.09531,-0.02496,0.00170,0.01178,0.03885,9.79480,0.0,-0.04963,0.19718,-18.49059
5.657,-0.13531,-0.02522,-0.04250,0.00870,0.03268,9.77676,0.0,-0.12155,0.28317,-18.49087
5.667,-0.07428,-0.06880,-0.04859,0.01044,0.04212,9.78172,0.0,-0.05606,0.19023,-18.49156
5.677,0.03461,0.05846,0.08871,0.01704,0.04572,9.78065,0.0,-0.07090,0.30153,-18.49235
5.687,-0.03124,-0.01497,0.04457,0.01659,0.04416,9.78913,0.0,-0.17417,0.26159,-18.49066
5.697,-0.03491,-0.02081,0.00612,0.02238,0.04060,9.78052,0.0,-0.06262,0.24821,-18.49061
5.707,0.03924,0.02161,0.01282,0.02158,0.04515,9.78908,0.0,-0.17176,0.21973,-18.49087
5.717,0.03579,-0.05057,0.01558,0.02723,0.04099,9.78939,0.0,-0.10093,0.30886,-18.49105
5.727,0.07803,-0.09984,-0.01565,0.02050,0.03646,9.78655,0.0,-0.17901,0.22692,-18.49083
5.737,0.01845,-0.14129,-0.01672,0.02089,0.04355,9.77953,0.0,-0.07392,0.18992,-18.49123
5.747,-0.08051,-0.12465,0.01517,0.02400,0.04333,9.78574,0.0,-0.12967,0.28854,-18.49172
5.757,-0.12945,-0.08533,-0.00501,0.01632,0.03440,9.77627,0.0,-0.18973,0.19104,-18.49125
5.767,-0.08372,0.00732,0.04091,0.02524,0.03688,9.77561,0.0,-0.07934,0.16972,-18.49151
5.777,-0.09796,-0.05670,-0.01669,0.02567,0.03489,9.78129,0.0,-0.17715,0.22331,-18.49109
5.787,-0.04952,-0.03667,0.02578,0.01399,0.03706,9.77456,0.0,-0.09990,0.14118,-18.49155
5.797,-0.00914,-0.05088,0.04203,0.01247,0.02908,9.78979,0.0,-0.03452,0.23236,-18.49128
5.807,-0.05939,0.00929,0.00508,0.01782,0.03485,9.78670,0.0,-0.07319,0.12650,-18.49080
5.817,0.06259,0.01133,-0.04139,0.01989,0.03411,9.77960,0.0,-0.12406,0.22590,-18.49129
5.827,0.06553,0.04482,-0.01611,0.02660,0.03677,9.77984,0.0,-0.12371,0.11470,-18.49188
5.837,0.04533,0.01338,-0.04942,0.03212,0.04661,9.77399,0.0,-0.17413,0.21562,-18.49228
5.847,0.03782,-0.02067,-0.02979,0.03125,0.05038,9.77769,0.0,-0.21277,0.32150,-18.49348
5.857,-0.13899,0.00905,-0.08686,0.02797,0.04592,9.77615,0.0,-0.10823,0.28115,-18.49368
5.867,0.03215,0.02226,0.05267,0.02374,0.03835,9.78446,0.0,-0.20238,0.21806,-18.49486
5.877,0.02185,-0.00634,0.03072,0.02808,0.04132,9.77577,0.0,-0.09325,0.19039,-18.49353
5.887,0.01850,-0.08337,0.02247,0.03266,0.05130,9.78133,0.0,-0.18452,0.25623,-18.49365
5.897,0.01634,-0.01363,-0.00241,0.03444,0.04334,9.78347,0.0,-0.21707,0.36440,-18.49400
5.907,-0.02766,-0.00937,0.02046,0.03215,0.04324,9.77835,0.0,-0.20936,0.25225,-18.49389
5.917,0.07427,0.05929,0.05051,0.02240,0.04025,9.77344,0.0,-0.09685,0.25477,-18.49368
5.927,0.05906,0.07408,0.04051,0.01271,0.04501,9.78045,0.0,-0.09234,0.14389,-18.49294
5.937,0.05411,-0.01943,0.02613,0.00604,0.04682,9.78016,0.0,-0.05076,0.24922,-18.49286
5.947,0.06235,0.03308,0.12812,0.01238,0.05341,9.78597,0.0,0.03633,0.32007,-18.49284
5.957,-0.01008,0.00848,0.09185,0.01189,0.04413,9.77042,0.0,-0.07460,0.33460,-18.49107
5.967,-0.11366,-0.00151,0.06729,0.01762,0.04353,9.77040,0.0,-0.06777,0.22200,-18.49038
5.977,-0.01160,-0.08136,-0.02818,0.01385,0.04038,9.78226,0.0,-0.16585,0.27452,-18.49011
5.987,-0.07107,-0.01345,-0.01094,0.02430,0.03622,9.78086,0.0,-0.06668,0.22446,-18.49102
5.997,0.03608,0.04654,0.00625,0.02236,0.03169,9.77737,0.0,-0.17551,0.19709,-18.49110
6.007,0.12114,-0.01835,-0.03010,0.02755,0.03290,9.77900,0.0,-0.07572,0.14471,-18.49096
6.017,0.04510,-0.03295,0.00990,0.03250,0.02748,9.77962,0.0,-0.17655,0.19686,-18.49174
6.027,-0.10287,-0.08352,0.00383,0.03734,0.03424,9.78282,0.0,-0.23270,0.09934,-18.49118
6.037,-0.03012,-0.00268,-0.02032,0.01546,0.03094,9.78701,0.0,-0.23679,0.20982,-18.49178
6.047,0.05202,0.01761,0.02427,0.02191,0.04734,9.78859,0.0,-0.12535,0.18999,-18.49221
6.057,0.12726,-0.02939,0.06291,0.01548,0.04478,9.79217,0.0,-0.14473,0.30199,-18.49208
6.067,-0.00650,-0.07064,0.04554,0.01009,0.04084,9.78168,0.0,-0.04996,0.24311,-18.49126
6.077,0.10440,-0.00802,0.00632,0.01689,0.04818,9.78656,0.0,0.00555,0.14458,-18.49101
6.087,-0.01607,0.03668,0.07756,0.02545,0.04508,9.77953,0.0,-0.06376,0.23496,-18.49138
6.097,0.02494,0.02137,0.05093,0.01984,0.03802,9.77686,0.0,-0.17430,0.25134,-18.49034
6.107,0.02956,0.03748,0.04073,0.00284,0.03532,9.78177,0.0,-0.08141,0.18790,-18.48999
6.117,0.04199,0.06574,0.03678,0.01116,0.04019,9.78956,0.0,0.03152,0.19641,-18.48979
6.127,0.03740,-0.09982,-0.00744,0.01436,0.03616,9.78958,0.0,-0.07062,0.24264,-18.48960
6.137,-0.08497,-0.00974,0.04006,0.02152,0.03461,9.78366,0.0,-0.12666,0.14396,-18.48993
6.147,0.00987,-0.04034,0.07976,0.02424,0.03697,9.78732,0.0,-0.17461,0.24415,-18.48964
6.157,0.04503,0.06916,0.06238,0.02526,0.03788,9.79762,0.0,-0.08867,0.17221,-18.48858
6.167,0.06949,0.08903,0.04501,0.01974,0.04410,9.78672,0.0,-0.17390,0.24552,-18.48837
6.177,0.10063,0.08577,0.07068,0.02951,0.03176,9.78850,0.0,-0.06976,0.29287,-18.48826
6.187,-0.03914,0.06132,0.03758,0.03029,0.03292,9.77732,0.0,-0.14495,0.21056,-18.48739
6.197,0.03801,0.00892,0.03569,0.03352,0.04515,9.77896,0.0,-0.24998,0.16978,-18.48722
6.207,0.03504,-0.02237,0.03502,0.02590,0.04097,9.76478,0.0,-0.21753,0.27856,-18.48747
6.217,-0.00995,0.02043,0.06698,0.01997,0.04528,9.78010,0.0,-0.12026,0.22320,-18.48710
6.227,0.00587,-0.01805,0.03621,0.02668,0.03219,9.76522,0.0,-0.07502,0.32608,-18.48656
6.237,-0.10727,-0.04469,0.06764,0.02920,0.03897,9.76545,0.0,-0.13115,0.22898,-18.48636
6.247,-0.10733,-0.03250,0.02573,0.02125,0.04451,9.77443,0.0,-0.23214,0.27658,-18.48580
6.257,-0.03113,-0.06031,0.03126,0.01228,0.04369,9.77787,0.0,-0.12022,0.27902,-18.48597
6.267,-0.14320,-0.04998,0.04421,0.01477,0.04632,9.78510,0.0,-0.01411,0.24474,-18.48574
6.277,0.03021,0.03276,0.01653,0.02759,0.04733,9.78490,0.0,-0.11719,0.28801,-18.48542
6.287,0.11806,0.07555,0.03822,0.02064,0.03005,9.79078,0.0,-0.22831,0.28041,-18.48554
6.297,0.14202,-0.05142,0.04681,0.02095,0.03228,9.78708,0.0,-0.15708,0.19393,-18.48488
6.307,0.17178,0.02144,-0.01478,0.02109,0.03312,9.77381,0.0,-0.04607,0.20612,-18.48453
6.317,0.01002,0.00386,0.00499,0.03001,0.03934,9.78356,0.0,-0.15697,0.19548,-18.48519
6.327,0.02394,0.01977,-0.03064,0.03341,0.03878,9.79025,0.0,-0.23165,0.27875,-18.48545
6.337,-0.01315,-0.08466,-0.01169,0.03474,0.03855,9.77798,0.0,-0.18549,0.17599,-18.48575
6.347,0.06991,-0.07973,0.00616,0.02930,0.04141,9.77922,0.0,-0.23461,0.27755,-18.48628
6.357,0.03639,-0.05631,0.04528,0.02127,0.05428,9.77968,0.0,-0.12737,0.24666,-18.48615
6.367,-0.06291,-0.08109,0.01729,0.01823,0.04741,9.77691,0.0,-0.09829,0.35545,-18.48583
6.377,-0.02607,0.04224,0.01704,0.02298,0.04774,9.77881,0.0,-0.09639,0.24179,-18.48579
6.387,-0.00097,0.06740,-0.00456,0.02183,0.04199,9.78843,0.0,-0.18702,0.30648,-18.48593
6.397,0.04206,-0.02190,0.09504,0.00951,0.03685,9.79805,0.0,-0.11687,0.21769,-18.48602
6.407,0.07979,-0.01177,0.08991,0.01673,0.03486,9.77504,0.0,-0.00665,0.19651,-18.48458
6.417,-0.02472,-0.05289,0.06660,0.03132,0.03412,9.78107,0.0,-0.11917,0.19839,-18.48387
6.427,-0.02204,0.01987,0.03595,0.03095,0.04266,9.78336,0.0,-0.23245,0.19622,-18.48351
6.437,-0.07457,-0.02987,0.03520,0.02488,0.04592,9.77831,0.0,-0.17212,0.29169,-18.48383
6.447,0.04617,-0.02575,0.04554,0.02258,0.03834,9.77935,0.0,-0.06270,0.26618,-18.48359
6.457,-0.02677,-0.04713,0.14652,0.02764,0.03544,9.77679,0.0,-0.13747,0.18317,-18.48308
6.467,-0.00075,-0.02183,0.06655,0.03251,0.03140,9.78767,0.0,-0.24480,0.21747,-18.48127
6.477,-0.06700,0.02031,0.07906,0.02252,0.04162,9.77996,0.0,-0.17630,0.12808,-18.48092
6.487,0.08135,0.02673,0.13757,0.02464,0.03669,9.77998,0.0,-0.12323,0.22659,-18.48048
6.497,0.11567,0.09511,-0.00171,0.01952,0.03187,9.78296,0.0,-0.20148,0.14787,-18.47868
6.507,0.02171,-0.03385,0.03162,0.02051,0.03592,9.78409,0.0,-0.08963,0.17148,-18.47977
6.517,-0.02550,-0.02811,0.05501,0.01495,0.03159,9.79639,0.0,-0.15119,0.26606,-18.47961
6.527,-0.13051,-0.00455,0.02090,0.02172,0.03876,9.79515,0.0,-0.07741,0.18006,-18.47891
6.537,-0.09353,-0.12717,0.05115,0.02434,0.05031,9.77094,0.0,-0.15794,0.25724,-18.47924
6.547,-0.05919,-0.00858,-0.02378,0.01939,0.04884,9.77653,0.0,-0.15217,0.36885,-18.47902
6.557,0.01931,0.00417,0.01222,0.01454,0.03651,9.78164,0.0,-0.09055,0.27377,-18.47968
6.567,-0.08076,-0.00299,-0.00621,0.01864,0.03768,9.77469,0.0,-0.06618,0.16444,-18.47935
6.577,-0.03222,-0.00505,0.00822,0.01721,0.04402,9.77796,0.0,-0.14371,0.24440,-18.47984
6.587,0.05151,-0.01635,0.05677,0.03448,0.04055,9.77625,0.0,-0.05403,0.31235,-18.47994
6.597,-0.02536,0.02256,0.03224,0.02031,0.04217,9.77560,0.0,-0.15797,0.27038,-18.47916
6.607,-0.01151,0.05980,0.07663,0.02378,0.03986,9.78424,0.0,-0.04704,0.24848,-18.47912
6.617,-0.09269,0.04030,0.11525,0.02810,0.04484,9.76679,0.0,-0.15584,0.22371,-18.47819
6.627,0.00543,0.14403,0.00048,0.03567,0.04675,9.76901,0.0,-0.19992,0.32521,-18.47729
6.637,0.01195,0.00712,0.03239,0.02669,0.04748,9.77283,0.0,-0.26930,0.23970,-18.47780
6.647,0.00385,-0.07831,-0.00919,0.02918,0.04776,9.77725,0.0,-0.16214,0.27045,-18.47756
6.657,-0.00989,-0.13306,-0.02501,0.02717,0.04199,9.78488,0.0,-0.26023,0.32687,-18.47829
6.667,-0.13567,-0.01167,0.01181,0.02046,0.04273,9.78779,0.0,-0.17989,0.24975,-18.47851
6.677,-0.07583,0.10164,0.04720,0.01788,0.04890,9.79185,0.0,-0.06669,0.25164,-18.47834
6.687,-0.05194,0.02373,0.00712,0.02581,0.04537,9.79045,0.0,-0.11553,0.35192,-18.47797
6.697,0.00028,0.02736,-0.00829,0.02589,0.03519,9.78993,0.0,-0.17696,0.25687,-18.47807
6.707,-0.02325,0.03942,-0.01416,0.02592,0.03718,9.78379,0.0,-0.14542,0.14869,-18.47811
6.717,0.06607,-0.03233,0.03751,0.02298,0.04088,9.77551,0.0,-0.15448,0.26072,-18.47874
6.727,0.00209,-0.00541,0.04645,0.01889,0.03935,9.77235,0.0,-0.04586,0.23472,-18.47817
6.737,0.06384,0.07165,0.03889,0.03511,0.04171,9.77707,0.0,-0.15609,0.21339,-18.47778
6.747,-0.08503,-0.02145,0.07945,0.03241,0.04262,9.77887,0.0,-0.26038,0.25298,-18.47774
6.757,0.04198,-0.00050,0.05163,0.04326,0.03413,9.77661,0.0,-0.14862,0.25117,-18.47687
6.767,0.00411,-0.03723,0.04115,0.04441,0.04266,9.77869,0.0,-0.24608,0.19691,-18.47650
6.777,0.00067,-0.07322,0.00488,0.04188,0.04593,9.78245,0.0,-0.27046,0.30655,-18.47683
6.787,-0.02272,-0.04306,-0.03057,0.03203,0.04422,9.77797,0.0,-0.18130,0.23904,-18.47691
6.797,0.04389,0.01311,-0.01196,0.04014,0.03769,9.77922,0.0,-0.08002,0.28725,-18.47771
6.807,-0.01741,0.03390,0.04905,0.02245,0.04697,9.77969,0.0,-0.18044,0.23876,-18.47777
6.817,-0.04039,-0.01325,-0.03521,0.01869,0.04168,9.77395,0.0,-0.08427,0.29744,-18.47720
6.827,-0.03858,0.00188,-0.00287,0.02024,0.03082,9.76880,0.0,-0.10251,0.18605,-18.47807
6.837,0.14649,0.00909,0.02012,0.01781,0.03847,9.78461,0.0,-0.15165,0.08501,-18.47784
6.847,-0.07517,-0.04551,0.03999,0.01986,0.04138,9.78175,0.0,-0.11562,0.19418,-18.47791
6.857,0.01320,-0.00994,0.01504,0.02953,0.04544,9.78659,0.0,-0.13181,0.30339,-18.47779
6.867,-0.03931,-0.05211,0.03799,0.01249,0.03816,9.78252,0.0,-0.23940,0.27178,-18.47787
6.877,-0.20064,-0.03625,0.06833,0.01783,0.04126,9.78095,0.0,-0.13309,0.23605,-18.47740
6.887,-0.15354,-0.06241,0.03683,0.02289,0.02772,9.77148,0.0,-0.07910,0.33170,-18.47688
6.897,0.05871,0.03928,0.02444,0.02475,0.04022,9.78267,0.0,-0.11560,0.22406,-18.47670
6.907,0.06358,0.11059,0.04123,0.03141,0.03911,9.78398,0.0,-0.17482,0.32084,-18.47694
6.917,-0.02017,0.00495,0.04797,0.02214,0.03278,9.76967,0.0,-0.21000,0.21520,-18.47623
6.927,-0.03028,-0.05727,0.02904,0.01560,0.04214,9.76715,0.0,-0.10636,0.17260,-18.47577
6.937,-0.06698,-0.04824,0.01100,0.01901,0.04278,9.77805,0.0,-0.06970,0.27786,-18.47593
6.947,-0.11353,-0.04504,-0.00663,0.02625,0.04303,9.78221,0.0,-0.17183,0.22982,-18.47600
6.957,-0.08840,0.01160,0.01879,0.01719,0.04311,9.76602,0.0,-0.20926,0.33444,-18.47670
6.967,-0.00289,0.03383,0.00691,0.01371,0.04608,9.76575,0.0,-0.11151,0.27798,-18.47637
6.977,0.01856,0.08630,0.03459,0.01242,0.02956,9.76271,0.0,0.00069,0.28667,-18.47655
6.987,0.08067,0.13982,0.00199,0.01187,0.03504,9.77636,0.0,-0.03931,0.18320,-18.47615
6.997,0.08387,0.02788,0.03289,0.01464,0.04300,9.77267,0.0,-0.10011,0.27715,-18.47661
7.007,0.06321,0.00699,0.02313,0.01864,0.04606,9.78015,0.0,-0.01824,0.35398,-18.47635
7.017,0.10938,0.02147,0.09468,0.02614,0.03838,9.77413,0.0,-0.11023,0.29054,-18.47627
7.027,0.04059,-0.01774,0.02527,0.02308,0.02957,9.77184,0.0,-0.17719,0.20244,-18.47483
7.037,0.02489,0.00042,0.02021,0.01893,0.03797,9.77095,0.0,-0.10412,0.11784,-18.47497
7.047,-0.04587,-0.02620,0.07223,0.02920,0.03530,9.77654,0.0,-0.09711,0.22974,-18.47517
7.057,-0.01830,-0.08002,0.05985,0.02420,0.03724,9.78757,0.0,-0.20493,0.19732,-18.47422
7.067,0.02329,0.06493,-0.02061,0.03121,0.03502,9.78586,0.0,-0.09950,0.23325,-18.47397
7.077,-0.02513,0.03166,-0.05112,0.02795,0.03418,9.78817,0.0,-0.20450,0.19822,-18.47474
7.087,0.09825,-0.07912,-0.01961,0.02672,0.03385,9.78015,0.0,-0.09171,0.19511,-18.47561
7.097,0.15472,0.05494,0.06744,0.02029,0.03962,9.78598,0.0,-0.20547,0.20077,-18.47580
7.107,0.02578,-0.04928,0.06881,0.02378,0.03005,9.79119,0.0,-0.10219,0.25079,-18.47488
7.117,-0.03469,-0.04510,0.08002,0.02213,0.04700,9.78425,0.0,-0.14966,0.14749,-18.47413
7.127,0.01706,0.07827,0.05170,0.01559,0.04169,9.77866,0.0,-0.13462,0.25844,-18.47372
7.137,0.07021,0.02649,0.00875,0.01609,0.04553,9.76169,0.0,-0.03217,0.20876,-18.47348
7.147,0.05855,-0.05964,-0.01826,0.01028,0.04703,9.78189,0.0,-0.10627,0.29390,-18.47393
7.157,-0.04435,0.00586,0.04666,0.02294,0.04758,9.77182,0.0,0.00298,0.27247,-18.47444
7.167,-0.08319,-0.02421,0.01774,0.01292,0.04486,9.77983,0.0,-0.10852,0.27671,-18.47375
7.177,0.03207,-0.02366,0.12501,0.02099,0.04086,9.76807,0.0,-0.00263,0.23902,-18.47389
7.187,0.06452,0.05357,0.03663,0.02108,0.04524,9.77543,0.0,-0.11435,0.22989,-18.47215
7.197,-0.08527,0.02673,0.02464,0.01818,0.03513,9.77233,0.0,-0.13359,0.34101,-18.47275
7.207,-0.05581,0.02817,0.05227,0.01704,0.03716,9.78003,0.0,-0.10944,0.22977,-18.47252
7.217,-0.01192,0.01796,0.07359,0.03144,0.04382,9.77407,0.0,-0.00302,0.19260,-18.47197
7.227,-0.07130,0.03550,-0.00439,0.03396,0.04637,9.78069,0.0,-0.10765,0.23247,-18.47131
#2025/09/09 15:11:37
