#2025/12/16 15:23:25
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw,gps_status_code
4.761,-0.00838,-0.02466,-0.00293,0.03922,0.07419,-9.80314,40.0,0.23105,-0.41963,359.98230,1
4.771,0.03877,0.03664,-0.00519,0.03706,0.06714,-9.80407,40.0,0.20788,-0.42013,359.98230,1
4.781,0.03485,0.03842,-0.00604,0.02420,0.07032,-9.81900,40.0,0.23013,-0.41584,359.98230,1
4.791,-0.05471,-0.00445,-0.00572,0.04013,0.08055,-9.80736,40.0,0.20957,-0.42537,359.98221,1
4.801,-0.04474,-0.02056,-0.00606,0.03432,0.08437,-9.80863,40.0,0.23346,-0.42505,359.98218,1
4.811,-0.08560,0.03754,-0.00803,0.02632,0.06503,-9.80897,40.0,0.21325,-0.42736,359.98209,1
4.821,-0.07833,-0.04766,-0.00807,0.03500,0.06665,-9.81224,40.0,0.23814,-0.42369,359.98206,1
4.831,-0.05391,-0.01556,-0.00671,0.03224,0.07615,-9.82226,40.0,0.21842,-0.43006,359.98196,1
4.841,-0.02264,0.01834,-0.00559,0.02551,0.07077,-9.81126,40.0,0.22523,-0.40430,359.98196,1
4.851,-0.05504,0.05253,-0.00541,0.03173,0.06882,-9.81307,40.0,0.20436,-0.40332,359.98190,1
4.861,-0.11150,0.04382,-0.00956,0.03406,0.07105,-9.81672,40.0,0.21559,-0.38602,359.98190,1
4.871,0.06612,-0.00130,-0.00911,0.02323,0.06584,-9.81204,40.0,0.19013,-0.38990,359.98181,1
4.881,0.15574,0.02461,-0.00896,0.03073,0.08177,-9.81636,40.0,0.20682,-0.39796,359.98172,1
4.891,0.07994,-0.03067,-0.01177,0.02785,0.08479,-9.80614,40.0,0.19557,-0.42097,359.98154,1
4.901,0.07353,-0.11616,-0.01414,0.03553,0.08309,-9.81118,40.0,0.21024,-0.43030,359.98141,1
4.911,-0.04062,0.02254,-0.01396,0.02359,0.08530,-9.81880,40.0,0.19286,-0.45548,359.98120,1
4.921,0.00455,0.03302,-0.00661,0.02217,0.08019,-9.80995,40.0,0.21240,-0.46578,359.98105,1
4.931,0.11039,0.01605,0.00027,0.02761,0.07236,-9.80370,40.0,0.18994,-0.45944,359.98096,1
4.941,0.10603,0.09530,0.00534,0.02673,0.07525,-9.79834,40.0,0.21034,-0.46876,359.98087,1
4.951,-0.07188,0.05997,0.01002,0.03793,0.08248,-9.81709,40.0,0.18873,-0.46184,359.98090,1
4.961,-0.00717,0.02579,0.00723,0.03074,0.07909,-9.79757,40.0,0.21083,-0.46742,359.98090,1
4.971,-0.00445,-0.00888,0.00206,0.02787,0.06897,-9.80481,40.0,0.19046,-0.45867,359.98099,1
4.981,-0.00294,-0.08664,-0.00037,0.02083,0.05914,-9.81336,40.0,0.19415,-0.43364,359.98111,1
4.991,0.04087,0.01296,-0.00274,0.02704,0.06138,-9.81088,40.0,0.17561,-0.42255,359.98120,1
5.001,0.03565,0.02937,-0.00438,0.03225,0.06525,-9.81881,40.0,0.18650,-0.39781,359.98126,1
5.011,0.01174,0.01400,-0.00395,0.03140,0.07554,-9.80711,40.0,0.16948,-0.38690,359.98129,1
5.021,0.02518,-0.05626,-0.00207,0.03110,0.07059,-9.80556,40.0,0.17879,-0.36557,359.98132,1
5.031,0.05192,-0.01844,-0.00322,0.01902,0.07455,-9.81365,40.0,0.17567,-0.38712,359.98123,1
5.041,0.06195,0.01752,-0.00614,0.02610,0.07326,-9.82867,40.0,0.19381,-0.37524,359.98123,1
5.051,-0.04467,0.03057,-0.00621,0.03500,0.08456,-9.80509,40.0,0.18730,-0.40032,359.98111,1
5.061,-0.01831,-0.07157,-0.00366,0.04134,0.08595,-9.79906,40.0,0.20896,-0.41034,359.98102,1
5.071,-0.07515,-0.02497,-0.00346,0.04373,0.07466,-9.80555,40.0,0.20396,-0.43133,359.98090,1
5.081,0.03489,0.10118,-0.00575,0.03579,0.06730,-9.80790,40.0,0.23217,-0.43217,359.98087,1
5.091,-0.01052,0.01979,-0.00694,0.02976,0.07631,-9.80584,40.0,0.21775,-0.44588,359.98074,1
5.101,0.03889,-0.07541,-0.00637,0.02143,0.06494,-9.82259,40.0,0.21334,-0.42206,359.98077,1
5.111,0.05730,-0.04725,-0.00630,0.02422,0.07838,-9.81441,40.0,0.19174,-0.41371,359.98074,1
5.121,-0.06900,0.07021,-0.00566,0.03715,0.07770,-9.81143,40.0,0.21296,-0.41397,359.98068,1
5.131,-0.00630,0.05123,-0.00417,0.04198,0.07747,-9.81913,40.0,0.18891,-0.41748,359.98062,1
5.141,-0.02683,0.08672,-0.00276,0.03503,0.07136,-9.81898,40.0,0.20754,-0.40807,359.98059,1
5.151,-0.10108,0.12136,0.00090,0.03254,0.07785,-9.80129,40.0,0.21364,-0.43292,359.98050,1
5.161,-0.06236,0.02747,0.00327,0.04038,0.08044,-9.80054,40.0,0.23783,-0.43200,359.98047,1
5.171,0.04061,0.01367,0.00113,0.04615,0.08743,-9.81209,40.0,0.21861,-0.44281,359.98044,1
5.181,0.12397,0.03017,0.00032,0.04551,0.08412,-9.81056,40.0,0.24342,-0.44298,359.98044,1
5.191,0.04515,0.05731,-0.00297,0.03052,0.07087,-9.81267,40.0,0.22544,-0.45401,359.98038,1
5.201,-0.05075,0.00275,-0.00267,0.02485,0.06875,-9.80760,40.0,0.24396,-0.43823,359.98044,1
5.211,-0.08723,-0.03959,-0.00281,0.02557,0.07391,-9.80866,40.0,0.22179,-0.44020,359.98044,1
5.221,-0.07941,-0.01261,-0.00545,0.03167,0.07301,-9.81798,40.0,0.23751,-0.41806,359.98050,1
5.231,0.01178,0.01975,-0.00796,0.03410,0.07854,-9.80978,40.0,0.21552,-0.41937,359.98044,1
5.241,-0.01952,0.01020,-0.00904,0.02926,0.07464,-9.79771,40.0,0.21769,-0.39789,359.98044,1
5.251,-0.05336,-0.01510,-0.00534,0.03317,0.06438,-9.81082,40.0,0.20162,-0.41371,359.98032,1
5.261,-0.00037,0.01866,-0.00793,0.03772,0.05454,-9.80997,40.0,0.20752,-0.39300,359.98032,1
5.271,-0.00223,0.03143,-0.00944,0.03939,0.06264,-9.80968,40.0,0.19570,-0.40962,359.98016,1
5.281,0.04079,0.10108,-0.00954,0.04006,0.05980,-9.80955,40.0,0.20225,-0.38731,359.98016,1
5.291,-0.00810,-0.00175,-0.00764,0.03158,0.06155,-9.79761,40.0,0.19808,-0.40852,359.98001,1
5.301,-0.02791,0.10952,-0.00993,0.04286,0.07427,-9.80801,40.0,0.21090,-0.39094,359.98001,1
5.311,0.03146,0.06639,-0.00834,0.03243,0.08490,-9.80590,40.0,0.20594,-0.41359,359.97983,1
5.321,-0.05584,-0.01528,-0.00653,0.03726,0.08018,-9.81403,40.0,0.21862,-0.39859,359.97980,1
5.331,-0.02292,-0.04606,-0.00606,0.03347,0.07823,-9.79350,40.0,0.21150,-0.42120,359.97964,1
5.341,-0.03181,-0.14398,-0.00564,0.03504,0.08046,-9.77982,40.0,0.23392,-0.41365,359.97958,1
5.351,-0.01417,-0.03072,-0.00340,0.03854,0.07839,-9.78052,40.0,0.21983,-0.43261,359.97946,1
5.361,0.03728,-0.05172,0.00239,0.03375,0.08354,-9.79544,40.0,0.24210,-0.43023,359.97943,1
5.371,0.01210,0.02601,0.00312,0.02594,0.07364,-9.81279,40.0,0.22453,-0.44291,359.97937,1
5.381,0.00280,0.01269,0.00389,0.02598,0.07578,-9.81065,40.0,0.23941,-0.45788,359.97934,1
5.391,-0.08918,0.00708,-0.00004,0.02310,0.07359,-9.80683,40.0,0.21823,-0.46596,359.97931,1
5.401,-0.08058,0.06972,-0.00084,0.02497,0.06390,-9.80834,40.0,0.20953,-0.44230,359.97940,1
5.411,-0.07733,0.09365,-0.00366,0.02274,0.04834,-9.81472,40.0,0.18900,-0.44256,359.97940,1
5.421,0.01276,0.03882,-0.00428,0.03660,0.05734,-9.81447,40.0,0.18718,-0.42028,359.97946,1
5.431,0.02524,-0.00376,-0.00424,0.02716,0.06655,-9.80830,40.0,0.16893,-0.40352,359.97949,1
5.441,-0.01513,0.10873,-0.00548,0.04135,0.06429,-9.80323,40.0,0.17599,-0.38228,359.97952,1
5.451,-0.05200,0.06554,-0.00402,0.04083,0.07522,-9.79830,40.0,0.18702,-0.40476,359.97940,1
5.461,0.06681,0.00684,-0.00176,0.03477,0.07636,-9.79338,40.0,0.18959,-0.38409,359.97943,1
5.471,-0.02036,-0.01640,-0.00036,0.02641,0.08566,-9.79733,40.0,0.19108,-0.40796,359.97934,1
5.481,0.05632,0.03993,-0.00149,0.03800,0.08343,-9.80198,40.0,0.21540,-0.40126,359.97934,1
5.491,0.04157,0.03967,-0.00281,0.03643,0.08551,-9.80956,40.0,0.21005,-0.42569,359.97922,1
5.501,0.10284,-0.04605,-0.00340,0.03605,0.06849,-9.80358,40.0,0.21914,-0.40731,359.97928,1
5.511,0.08125,0.02848,-0.00619,0.04769,0.07394,-9.79855,40.0,0.22208,-0.43387,359.97913,1
5.521,0.09459,0.12161,-0.01017,0.03130,0.08179,-9.80518,40.0,0.21895,-0.41837,359.97913,1
5.531,0.07806,0.09253,-0.01174,0.03090,0.06416,-9.82246,40.0,0.20848,-0.42866,359.97900,1
5.541,-0.01648,0.05938,-0.01240,0.02476,0.06922,-9.82901,40.0,0.20091,-0.41392,359.97894,1
5.551,0.03643,-0.03877,-0.01108,0.03150,0.06525,-9.81690,40.0,0.20298,-0.42943,359.97876,1
5.561,0.05619,-0.01175,-0.00958,0.02513,0.07551,-9.81218,40.0,0.18679,-0.41763,359.97867,1
5.571,0.04148,0.01994,-0.00900,0.03454,0.07657,-9.81054,40.0,0.20365,-0.43193,359.97852,1
5.581,-0.03022,0.01012,-0.00512,0.02042,0.08568,-9.80380,40.0,0.18372,-0.42952,359.97842,1
5.591,-0.05759,0.00636,-0.00263,0.02961,0.08641,-9.81909,40.0,0.20308,-0.44737,359.97827,1
5.601,-0.04564,-0.03795,-0.00130,0.03027,0.08662,-9.81606,40.0,0.17948,-0.45225,359.97821,1
5.611,-0.06380,0.03102,-0.00208,0.03070,0.08073,-9.80311,40.0,0.20093,-0.46296,359.97815,1
5.621,0.03984,0.03655,-0.00583,0.02793,0.07549,-9.79811,40.0,0.17807,-0.46405,359.97812,1
5.631,0.03541,0.01688,-0.00641,0.02985,0.05871,-9.80208,40.0,0.19624,-0.45025,359.97812,1
5.641,0.03356,0.03087,-0.00679,0.03328,0.07017,-9.81547,40.0,0.17617,-0.44675,359.97809,1
5.651,0.03283,0.03622,-0.00890,0.03774,0.08338,-9.80005,40.0,0.20066,-0.43997,359.97806,1
5.661,0.01098,-0.02640,-0.00445,0.03637,0.07956,-9.80881,40.0,0.18061,-0.43907,359.97797,1
5.671,0.00280,-0.07183,-0.00269,0.02712,0.06614,-9.80610,40.0,0.19844,-0.42507,359.97797,1
5.681,-0.04479,-0.04645,0.00111,0.03235,0.06114,-9.81403,40.0,0.17962,-0.43853,359.97787,1
5.691,0.02464,0.07130,0.00322,0.03429,0.06220,-9.82001,40.0,0.19447,-0.42146,359.97791,1
5.701,-0.01481,0.07286,0.00456,0.03815,0.06554,-9.80763,40.0,0.17274,-0.42785,359.97787,1
5.711,-0.00718,-0.01242,0.00284,0.03357,0.07864,-9.80873,40.0,0.19015,-0.41293,359.97797,1
5.721,0.01766,-0.02335,0.00181,0.03778,0.07480,-9.80921,40.0,0.17658,-0.43132,359.97794,1
5.731,-0.08364,0.01482,0.00015,0.03354,0.07031,-9.80636,40.0,0.19517,-0.41793,359.97800,1
5.741,-0.05638,0.07281,-0.00093,0.03198,0.06857,-9.79938,40.0,0.18013,-0.43534,359.97797,1
5.751,-0.04563,0.05194,0.00034,0.02229,0.07086,-9.81426,40.0,0.19194,-0.41632,359.97803,1
5.761,0.00312,-0.02027,-0.00004,0.02459,0.07471,-9.81121,40.0,0.17400,-0.43114,359.97797,1
5.771,-0.02273,-0.00512,0.00203,0.01961,0.07316,-9.80701,40.0,0.17817,-0.40739,359.97806,1
5.781,-0.01071,0.02233,-0.00116,0.02364,0.06965,-9.80548,40.0,0.16121,-0.42332,359.97800,1
5.791,0.03775,0.07609,-0.00270,0.02805,0.05950,-9.81668,40.0,0.16712,-0.40122,359.97806,1
5.801,0.05671,0.03211,-0.00419,0.03269,0.06156,-9.81808,40.0,0.15865,-0.42085,359.97797,1
5.811,0.08588,0.03696,-0.00640,0.03738,0.06239,-9.82160,40.0,0.16809,-0.39910,359.97800,1
5.821,-0.03537,0.01649,-0.00533,0.02756,0.06253,-9.80511,40.0,0.15752,-0.41752,359.97791,1
5.831,0.00685,-0.01229,-0.00524,0.03260,0.06268,-9.80483,40.0,0.16852,-0.39663,359.97794,1
5.841,-0.04310,-0.04521,-0.00131,0.02256,0.07451,-9.81047,40.0,0.15818,-0.41522,359.97781,1
5.851,-0.01845,0.00700,0.00108,0.03947,0.07625,-9.80997,40.0,0.16970,-0.40000,359.97784,1
5.861,-0.09743,0.02640,0.00042,0.02823,0.07673,-9.80658,40.0,0.15615,-0.41877,359.97778,1
5.871,-0.08279,-0.05193,0.00005,0.02983,0.07994,-9.80538,40.0,0.17730,-0.41147,359.97778,1
5.881,-0.07783,0.00417,-0.00072,0.03026,0.08714,-9.81672,40.0,0.16597,-0.43571,359.97772,1
5.891,-0.05386,0.02574,-0.00255,0.02755,0.07209,-9.82389,40.0,0.18262,-0.42402,359.97775,1
5.901,-0.13260,-0.03108,-0.00267,0.03548,0.07230,-9.81501,40.0,0.16976,-0.44440,359.97769,1
5.911,-0.00897,0.07720,-0.00380,0.03245,0.06942,-9.82624,40.0,0.18496,-0.43208,359.97769,1
5.921,-0.04966,0.05350,-0.00429,0.02534,0.06828,-9.83339,40.0,0.16378,-0.44423,359.97763,1
5.931,0.04543,0.02362,-0.00414,0.02576,0.06781,-9.82144,40.0,0.17454,-0.42435,359.97766,1
5.941,0.03755,0.01194,-0.00494,0.02901,0.06762,-9.80514,40.0,0.15827,-0.44079,359.97757,1
5.951,0.05630,0.05063,-0.00755,0.03303,0.07354,-9.81075,40.0,0.16807,-0.42044,359.97757,1
5.961,0.10798,0.02266,-0.00683,0.03172,0.06391,-9.80988,40.0,0.14844,-0.42956,359.97748,1
5.971,0.08401,-0.05281,-0.00525,0.03710,0.07213,-9.80672,40.0,0.16589,-0.41635,359.97748,1
5.981,-0.03563,-0.08231,-0.00648,0.04201,0.08420,-9.80852,40.0,0.16520,-0.44371,359.97733,1
5.991,0.02822,0.03613,-0.00564,0.04095,0.09174,-9.80623,40.0,0.18671,-0.43197,359.97729,1
6.001,-0.03544,0.03781,-0.00390,0.04635,0.09471,-9.81428,40.0,0.19067,-0.45900,359.97714,1
6.011,-0.01590,0.08174,-0.00525,0.03960,0.08687,-9.81719,40.0,0.21470,-0.45487,359.97708,1
6.021,0.01417,0.03412,-0.00193,0.03398,0.08092,-9.82709,40.0,0.21442,-0.47883,359.97696,1
6.031,0.11351,0.08101,-0.00477,0.02909,0.07263,-9.81609,40.0,0.21616,-0.45757,359.97699,1
6.041,0.08549,0.05550,-0.00596,0.03907,0.07253,-9.80912,40.0,0.21841,-0.47811,359.97684,1
6.051,0.07508,0.00275,-0.00711,0.03105,0.06646,-9.80922,40.0,0.21167,-0.45541,359.97687,1
6.061,0.00482,-0.01780,-0.00824,0.04277,0.05836,-9.81239,40.0,0.22845,-0.45346,359.97681,1
6.071,0.04413,-0.00375,-0.00667,0.04132,0.05818,-9.81353,40.0,0.22477,-0.42695,359.97684,1
6.081,0.01422,0.10886,-0.00324,0.04078,0.07290,-9.80518,40.0,0.24361,-0.43427,359.97675,1
6.091,0.07004,0.02324,0.00090,0.03178,0.06066,-9.80475,40.0,0.23486,-0.40769,359.97678,1
6.101,0.02446,0.07615,0.00285,0.02223,0.07670,-9.81045,40.0,0.22962,-0.42326,359.97672,1
6.111,0.07427,-0.03226,0.00354,0.02756,0.08288,-9.80393,40.0,0.20990,-0.41935,359.97672,1
6.121,0.00410,0.03332,0.00034,0.02361,0.09112,-9.80431,40.0,0.20410,-0.43844,359.97668,1
6.131,0.02214,-0.02739,0.00225,0.02803,0.09136,-9.80453,40.0,0.19405,-0.43004,359.97675,1
6.141,-0.03694,-0.09399,0.00273,0.02078,0.09139,-9.81038,40.0,0.18603,-0.45088,359.97672,1
6.151,0.02794,0.01014,0.00324,0.02095,0.08848,-9.81559,40.0,0.16515,-0.46183,359.97672,1
6.161,-0.01375,0.07102,0.00062,0.01241,0.07833,-9.79976,40.0,0.15249,-0.47816,359.97668,1
6.171,0.01451,0.09455,-0.00076,0.02374,0.07169,-9.81158,40.0,0.13912,-0.45292,359.97675,1
6.181,0.09220,0.01792,-0.00193,0.02808,0.06619,-9.81609,40.0,0.12268,-0.46285,359.97668,1
6.191,0.05523,0.03128,-0.00635,0.02696,0.06992,-9.80012,40.0,0.11221,-0.43643,359.97675,1
6.201,0.06338,0.01500,-0.00686,0.04136,0.05372,-9.80007,40.0,0.14043,-0.41056,359.97675,1
6.211,0.00041,-0.01314,-0.00330,0.02618,0.05030,-9.79682,40.0,0.13597,-0.38477,359.97675,1
6.221,-0.00205,0.04077,-0.00463,0.03502,0.05509,-9.80464,40.0,0.16069,-0.39115,359.97668,1
6.231,-0.00285,0.03987,-0.00681,0.03239,0.06577,-9.81051,40.0,0.15119,-0.37151,359.97668,1
6.241,-0.06865,-0.06841,-0.00669,0.03432,0.07875,-9.80988,40.0,0.17112,-0.38488,359.97659,1
6.251,-0.02844,0.01966,-0.00684,0.03508,0.08075,-9.80963,40.0,0.14910,-0.38499,359.97653,1
6.261,0.07608,-0.05368,-0.00627,0.03252,0.08736,-9.79773,40.0,0.16527,-0.40706,359.97641,1
6.271,0.09365,-0.03884,-0.00177,0.03440,0.09291,-9.79913,40.0,0.15203,-0.43794,359.97626,1
6.281,0.03470,-0.11959,-0.00043,0.03509,0.08320,-9.80846,40.0,0.17024,-0.45566,359.97617,1
6.291,0.09960,-0.02086,-0.00212,0.04429,0.07956,-9.80626,40.0,0.18339,-0.47857,359.97604,1
6.301,0.01421,-0.02683,-0.00419,0.02984,0.08103,-9.82284,40.0,0.20278,-0.48677,359.97598,1
6.311,-0.01888,0.03541,-0.00586,0.03050,0.07269,-9.81156,40.0,0.21264,-0.46988,359.97604,1
6.321,0.05798,-0.09082,-0.00359,0.02778,0.06652,-9.81015,40.0,0.21679,-0.44935,359.97607,1
6.331,0.08684,-0.07451,-0.00538,0.02387,0.06707,-9.80075,40.0,0.21068,-0.42631,359.97610,1
6.341,0.11996,-0.06815,-0.00564,0.02246,0.05542,-9.79712,40.0,0.18787,-0.40774,359.97614,1
6.351,0.13215,-0.00120,-0.00516,0.02473,0.05105,-9.80755,40.0,0.18301,-0.38180,359.97617,1
6.361,-0.01735,-0.04111,-0.00248,0.02572,0.05821,-9.79684,40.0,0.16373,-0.39755,359.97604,1
6.371,-0.00816,-0.05595,0.00010,0.02889,0.06990,-9.80166,40.0,0.16416,-0.37431,359.97607,1
6.381,-0.02691,-0.04024,-0.00050,0.02704,0.08029,-9.80935,40.0,0.16106,-0.39657,359.97601,1
6.391,-0.01216,-0.01259,-0.00270,0.02341,0.08422,-9.80931,40.0,0.15667,-0.37409,359.97604,1
6.401,-0.02858,-0.00218,-0.00013,0.01891,0.09462,-9.81811,40.0,0.15209,-0.39740,359.97595,1
6.411,0.00916,0.02358,-0.00032,0.02916,0.08090,-9.81864,40.0,0.16790,-0.41162,359.97592,1
6.421,0.00165,0.01177,0.00020,0.03325,0.08152,-9.80120,40.0,0.16159,-0.43402,359.97586,1
6.431,0.04327,-0.03547,-0.00048,0.02589,0.07874,-9.80029,40.0,0.17411,-0.45087,359.97580,1
6.441,0.03736,-0.09665,-0.00305,0.03189,0.08073,-9.80302,40.0,0.17649,-0.47210,359.97574,1
6.451,-0.09855,0.02970,-0.00364,0.02820,0.08146,-9.80987,40.0,0.18947,-0.49020,359.97568,1
6.461,-0.01742,0.01425,-0.00274,0.03877,0.06406,-9.80965,40.0,0.17946,-0.47261,359.97571,1
6.471,0.05761,0.03013,-0.00197,0.03993,0.05439,-9.80363,40.0,0.19951,-0.44965,359.97577,1
6.481,0.02058,-0.05023,-0.00434,0.04613,0.06560,-9.80735,40.0,0.19676,-0.43109,359.97580,1
6.491,0.00629,-0.05942,-0.00399,0.03984,0.05789,-9.79683,40.0,0.21255,-0.40819,359.97586,1
6.501,-0.04322,-0.08470,-0.00593,0.03432,0.06385,-9.80163,40.0,0.21028,-0.38768,359.97589,1
6.511,-0.15141,0.03412,-0.00339,0.04993,0.06926,-9.80373,40.0,0.22989,-0.37465,359.97592,1
6.521,-0.08227,0.08019,-0.00342,0.03516,0.08297,-9.80132,40.0,0.22184,-0.39786,359.97580,1
6.531,-0.03332,0.03341,-0.00455,0.02658,0.08522,-9.80035,40.0,0.20225,-0.38780,359.97577,1
6.541,-0.03601,-0.07064,0.00153,0.02901,0.08620,-9.81773,40.0,0.19610,-0.41429,359.97565,1
6.551,0.07295,-0.04519,0.00315,0.03314,0.08652,-9.80380,40.0,0.20226,-0.44053,359.97552,1
6.561,0.02648,-0.07901,0.00122,0.04342,0.08974,-9.81039,40.0,0.18873,-0.45868,359.97546,1
6.571,0.03109,-0.13478,-0.00348,0.02981,0.08778,-9.79793,40.0,0.18156,-0.48092,359.97540,1
6.581,-0.07779,-0.13526,-0.00657,0.01868,0.07811,-9.79895,40.0,0.19477,-0.49247,359.97537,1
6.591,-0.03177,-0.02738,-0.00641,0.02629,0.07451,-9.79656,40.0,0.19174,-0.51266,359.97528,1
6.601,0.05208,0.01424,-0.00753,0.02630,0.06422,-9.79558,40.0,0.18086,-0.48830,359.97534,1
6.611,0.01832,-0.03479,-0.00525,0.04090,0.06048,-9.81014,40.0,0.18840,-0.47042,359.97534,1
6.621,0.09348,-0.00997,-0.00563,0.04064,0.05306,-9.81265,40.0,0.18582,-0.44375,359.97534,1
6.631,-0.00975,-0.08732,-0.00526,0.03465,0.05904,-9.80767,40.0,0.19987,-0.42543,359.97534,1
6.641,0.01629,-0.00892,-0.00753,0.03526,0.07024,-9.80583,40.0,0.19748,-0.40156,359.97537,1
6.651,0.02612,0.04252,-0.00591,0.02965,0.06261,-9.80501,40.0,0.20663,-0.37970,359.97537,1
6.661,0.00765,0.08352,-0.00236,0.02731,0.06864,-9.81650,40.0,0.18907,-0.39407,359.97528,1
6.671,0.04541,0.01344,-0.00093,0.02944,0.08277,-9.80919,40.0,0.21111,-0.38589,359.97525,1
6.681,-0.07257,-0.03565,-0.00070,0.03617,0.08231,-9.80940,40.0,0.19707,-0.40566,359.97516,1
6.691,-0.00749,-0.01071,-0.00116,0.03580,0.09098,-9.80358,40.0,0.21857,-0.41809,359.97510,1
6.701,-0.04874,-0.02310,-0.00009,0.04155,0.09139,-9.80438,40.0,0.20879,-0.44366,359.97498,1
6.711,-0.04240,-0.02770,0.00070,0.02899,0.08845,-9.80447,40.0,0.22713,-0.46420,359.97491,1
6.721,-0.04126,0.14260,-0.00235,0.03004,0.07557,-9.81632,40.0,0.20991,-0.47839,359.97485,1
6.731,0.07028,0.12230,-0.00239,0.02465,0.06168,-9.81485,40.0,0.20877,-0.45614,359.97491,1
6.741,-0.08582,0.09182,-0.00310,0.03151,0.06531,-9.80561,40.0,0.19134,-0.44643,359.97491,1
6.751,-0.01287,0.08099,-0.00312,0.02525,0.05775,-9.80782,40.0,0.18791,-0.42299,359.97498,1
6.761,-0.07323,0.05481,-0.00318,0.03468,0.06089,-9.80590,40.0,0.17964,-0.40390,359.97501,1
6.771,-0.05161,-0.01944,-0.00178,0.02932,0.06499,-9.81094,40.0,0.17227,-0.38388,359.97501,1
6.781,-0.08769,-0.02657,-0.00025,0.03339,0.06359,-9.79822,40.0,0.18395,-0.40209,359.97495,1
6.791,-0.03533,-0.00739,0.00096,0.02575,0.07491,-9.81388,40.0,0.17020,-0.38961,359.97495,1
6.801,-0.03695,-0.06471,0.00251,0.03175,0.07634,-9.81703,40.0,0.18436,-0.40840,359.97488,1
6.811,0.00631,-0.04333,0.00292,0.03395,0.07987,-9.82413,40.0,0.16375,-0.40289,359.97491,1
6.821,0.00085,-0.05679,-0.00044,0.02018,0.08399,-9.81193,40.0,0.17654,-0.42718,359.97485,1
6.831,-0.00170,0.00259,-0.00123,0.03843,0.09470,-9.81351,40.0,0.14984,-0.43739,359.97485,1
6.841,-0.00219,-0.03926,-0.00029,0.03367,0.08978,-9.81098,40.0,0.16710,-0.45601,359.97479,1
6.851,0.04165,-0.03346,-0.00060,0.03494,0.07901,-9.80414,40.0,0.14552,-0.45113,359.97482,1
6.861,-0.07464,0.03246,-0.00084,0.03538,0.08082,-9.80155,40.0,0.16469,-0.46477,359.97479,1
6.871,-0.00845,0.03681,-0.00260,0.02968,0.06962,-9.80338,40.0,0.15201,-0.44755,359.97482,1
6.881,0.03923,-0.00440,-0.00336,0.03338,0.07132,-9.80419,40.0,0.17653,-0.44647,359.97479,1
6.891,0.03490,0.04424,-0.00239,0.02895,0.07781,-9.79559,40.0,0.15973,-0.43195,359.97482,1
6.901,-0.01109,0.08405,-0.00181,0.01828,0.07432,-9.80394,40.0,0.17774,-0.44707,359.97476,1
6.911,0.06019,0.03528,-0.00040,0.02897,0.07609,-9.80735,40.0,0.16291,-0.43103,359.97479,1
6.921,0.04307,0.03789,-0.00106,0.03313,0.06491,-9.80862,40.0,0.18077,-0.44470,359.97470,1
6.931,-0.00733,-0.00440,0.00015,0.02866,0.06655,-9.81787,40.0,0.16462,-0.42912,359.97473,1
6.941,0.01815,-0.10628,-0.00540,0.03879,0.07616,-9.81571,40.0,0.18620,-0.43881,359.97470,1
6.951,0.04886,0.00548,-0.00965,0.03964,0.07982,-9.82073,40.0,0.17103,-0.42202,359.97473,1
6.961,0.03917,-0.03800,-0.00783,0.03712,0.08411,-9.81084,40.0,0.18909,-0.43564,359.97464,1
6.971,-0.05291,-0.05514,-0.00730,0.02725,0.07681,-9.81574,40.0,0.16710,-0.42736,359.97461,1
6.981,-0.02259,0.04624,-0.00750,0.03822,0.08008,-9.81784,40.0,0.18493,-0.44130,359.97449,1
6.991,0.03334,0.06373,-0.00757,0.03375,0.07527,-9.80378,40.0,0.16506,-0.43024,359.97443,1
7.001,-0.03351,0.04836,-0.00724,0.03482,0.08535,-9.80731,40.0,0.18230,-0.44515,359.97430,1
7.011,-0.08081,-0.00066,-0.00558,0.03833,0.07734,-9.80279,40.0,0.17333,-0.42598,359.97430,1
7.021,-0.01067,0.00266,-0.00526,0.02778,0.06828,-9.80970,40.0,0.18869,-0.44020,359.97418,1
7.031,-0.00615,0.02531,-0.00756,0.03260,0.07379,-9.80955,40.0,0.18120,-0.42120,359.97421,1
7.041,0.01863,-0.09494,-0.00642,0.03156,0.06401,-9.80942,40.0,0.19452,-0.43785,359.97409,1
7.051,-0.01656,-0.07663,-0.00585,0.03109,0.06621,-9.81233,40.0,0.18814,-0.41628,359.97409,1
7.061,0.08076,-0.11196,-0.00697,0.03689,0.06708,-9.80764,40.0,0.19738,-0.43716,359.97397,1
7.071,-0.01522,-0.04026,-0.00521,0.03017,0.06144,-9.81453,40.0,0.19317,-0.41461,359.97397,1
7.081,0.03634,0.00917,-0.00430,0.02466,0.07404,-9.80834,40.0,0.19077,-0.43753,359.97385,1
7.091,0.10055,-0.01469,-0.00241,0.03452,0.06709,-9.80021,40.0,0.19013,-0.41516,359.97388,1
7.101,0.01443,-0.00297,-0.00368,0.02638,0.06731,-9.80284,40.0,0.18051,-0.43476,359.97379,1
7.111,0.02551,0.02330,-0.00830,0.04382,0.07355,-9.81299,40.0,0.18039,-0.41891,359.97382,1
7.121,-0.01474,0.07607,-0.00941,0.04163,0.06697,-9.81965,40.0,0.16899,-0.43375,359.97372,1
